Parameter,Row index,Col index,Well specified value,Misspecified value,run_ID,n,m,K,s,nu
Pi,2,1,0.5,0.5,71,100001,2,2000,1,1
pp,1,1,0.98,0.98,71,100001,2,2000,1,1
pp,2,1,0.02,0.02,71,100001,2,2000,1,1
pp,1,2,0.02,0.02,71,100001,2,2000,1,1
pp,2,2,0.98,0.98,71,100001,2,2000,1,1
s,1,1,1,1,71,100001,2,2000,1,1
Pi,1,1,0.5,0.5,72,100001,2,1,1,1
Pi,2,1,0.5,0.5,72,100001,2,1,1,1
pp,1,1,0.99999,0.99999,72,100001,2,1,1,1
pp,2,1,1e-5,1e-5,72,100001,2,1,1,1
pp,1,2,1e-5,1e-5,72,100001,2,1,1,1
pp,2,2,0.99999,0.99999,72,100001,2,1,1,1
s,1,1,1,1,72,100001,2,1,1,1
Pi,1,1,0.5,0.5,73,100001,2,2,1,1
Pi,2,1,0.5,0.5,73,100001,2,2,1,1
pp,1,1,0.99998,0.99998,73,100001,2,2,1,1
pp,2,1,2e-5,2e-5,73,100001,2,2,1,1
pp,1,2,2e-5,2e-5,73,100001,2,2,1,1
pp,2,2,0.99998,0.99998,73,100001,2,2,1,1
s,1,1,1,1,73,100001,2,2,1,1
Pi,1,1,0.5,0.5,74,100001,2,1,1,1
Pi,2,1,0.5,0.5,74,100001,2,1,1,1
pp,1,1,0.99999,0.99999,74,100001,2,1,1,1
pp,2,1,1e-5,1e-5,74,100001,2,1,1,1
pp,1,2,1e-5,1e-5,74,100001,2,1,1,1
pp,2,2,0.99999,0.99999,74,100001,2,1,1,1
s,1,1,1,1,74,100001,2,1,1,1
Pi,1,1,0.5,0.5,75,100001,2,2000,1,1
Pi,2,1,0.5,0.5,75,100001,2,2000,1,1
pp,1,1,0.98,0.98,75,100001,2,2000,1,1
pp,2,1,0.02,0.02,75,100001,2,2000,1,1
pp,1,2,0.02,0.02,75,100001,2,2000,1,1
pp,2,2,0.98,0.98,75,100001,2,2000,1,1
s,1,1,1,1,75,100001,2,2000,1,1
Pi,1,1,0.5,0.5,76,100001,2,2000,1,1
Pi,2,1,0.5,0.5,76,100001,2,2000,1,1
pp,1,1,0.98,0.98,76,100001,2,2000,1,1
pp,2,1,0.02,0.02,76,100001,2,2000,1,1
pp,1,2,0.02,0.02,76,100001,2,2000,1,1
pp,2,2,0.98,0.98,76,100001,2,2000,1,1
s,1,1,1,1,76,100001,2,2000,1,1
Pi,1,1,0.5,0.5,77,100001,2,10,1,1
Pi,2,1,0.5,0.5,77,100001,2,10,1,1
pp,1,1,0.9999,0.9999,77,100001,2,10,1,1
pp,2,1,1e-4,1e-4,77,100001,2,10,1,1
pp,1,2,1e-4,1e-4,77,100001,2,10,1,1
pp,2,2,0.9999,0.9999,77,100001,2,10,1,1
s,1,1,1,1,77,100001,2,10,1,1
Pi,1,1,0.5,0.5,78,100001,2,500,1,1
Pi,2,1,0.5,0.5,78,100001,2,500,1,1
pp,1,1,0.995,0.995,78,100001,2,500,1,1
pp,2,1,0.005,0.005,78,100001,2,500,1,1
pp,1,2,0.005,0.005,78,100001,2,500,1,1
pp,2,2,0.995,0.995,78,100001,2,500,1,1
s,1,1,1,1,78,100001,2,500,1,1
Pi,1,1,0.5,0.5,79,100001,2,10,1,1
Pi,2,1,0.5,0.5,79,100001,2,10,1,1
pp,1,1,0.9999,0.9999,79,100001,2,10,1,1
pp,2,1,1e-4,1e-4,79,100001,2,10,1,1
pp,1,2,1e-4,1e-4,79,100001,2,10,1,1
pp,2,2,0.9999,0.9999,79,100001,2,10,1,1
s,1,1,1,1,79,100001,2,10,1,1
Pi,1,1,0.5,0.5,80,100001,2,10,1,1
Pi,2,1,0.5,0.5,80,100001,2,10,1,1
pp,1,1,0.9999,0.9999,80,100001,2,10,1,1
pp,2,1,1e-4,1e-4,80,100001,2,10,1,1
pp,1,2,1e-4,1e-4,80,100001,2,10,1,1
pp,2,2,0.9999,0.9999,80,100001,2,10,1,1
s,1,1,1,1,80,100001,2,10,1,1
Pi,1,1,0.5,0.5,81,100001,2,50,1,1
Pi,2,1,0.5,0.5,81,100001,2,50,1,1
pp,1,1,0.9995,0.9995,81,100001,2,50,1,1
pp,2,1,5e-4,5e-4,81,100001,2,50,1,1
pp,1,2,5e-4,5e-4,81,100001,2,50,1,1
pp,2,2,0.9995,0.9995,81,100001,2,50,1,1
s,1,1,1,1,81,100001,2,50,1,1
Pi,1,1,0.5,0.5,82,100001,2,5,1,1
Pi,2,1,0.5,0.5,82,100001,2,5,1,1
pp,1,1,0.99995,0.99995,82,100001,2,5,1,1
pp,2,1,5e-5,5e-5,82,100001,2,5,1,1
pp,1,2,5e-5,5e-5,82,100001,2,5,1,1
pp,2,2,0.99995,0.99995,82,100001,2,5,1,1
s,1,1,1,1,82,100001,2,5,1,1
Pi,1,1,0.5,0.5,83,100001,2,10,1,1
Pi,2,1,0.5,0.5,83,100001,2,10,1,1
pp,1,1,0.9999,0.9999,83,100001,2,10,1,1
pp,2,1,1e-4,1e-4,83,100001,2,10,1,1
pp,1,2,1e-4,1e-4,83,100001,2,10,1,1
pp,2,2,0.9999,0.9999,83,100001,2,10,1,1
s,1,1,1,1,83,100001,2,10,1,1
Pi,1,1,0.5,0.5,84,100001,2,2,1,1
Pi,2,1,0.5,0.5,84,100001,2,2,1,1
pp,1,1,0.99998,0.99998,84,100001,2,2,1,1
pp,2,1,2e-5,2e-5,84,100001,2,2,1,1
pp,1,2,2e-5,2e-5,84,100001,2,2,1,1
pp,2,2,0.99998,0.99998,84,100001,2,2,1,1
s,1,1,1,1,84,100001,2,2,1,1
Pi,1,1,0.5,0.5,85,100001,2,20,1,1
Pi,2,1,0.5,0.5,85,100001,2,20,1,1
pp,1,1,0.9998,0.9998,85,100001,2,20,1,1
pp,2,1,2e-4,2e-4,85,100001,2,20,1,1
pp,1,2,2e-4,2e-4,85,100001,2,20,1,1
pp,2,2,0.9998,0.9998,85,100001,2,20,1,1
s,1,1,1,1,85,100001,2,20,1,1
Pi,1,1,0.5,0.5,86,100001,2,5,1,1
Pi,2,1,0.5,0.5,86,100001,2,5,1,1
pp,1,1,0.99995,0.99995,86,100001,2,5,1,1
pp,2,1,5e-5,5e-5,86,100001,2,5,1,1
pp,1,2,5e-5,5e-5,86,100001,2,5,1,1
pp,2,2,0.99995,0.99995,86,100001,2,5,1,1
s,1,1,1,1,86,100001,2,5,1,1
Pi,1,1,0.5,0.5,87,100001,2,2,1,1
Pi,2,1,0.5,0.5,87,100001,2,2,1,1
pp,1,1,0.99998,0.99998,87,100001,2,2,1,1
pp,2,1,2e-5,2e-5,87,100001,2,2,1,1
pp,1,2,2e-5,2e-5,87,100001,2,2,1,1
pp,2,2,0.99998,0.99998,87,100001,2,2,1,1
s,1,1,1,1,87,100001,2,2,1,1
Pi,1,1,0.5,0.5,88,100001,2,10,1,1
Pi,2,1,0.5,0.5,88,100001,2,10,1,1
pp,1,1,0.9999,0.9999,88,100001,2,10,1,1
pp,2,1,1e-4,1e-4,88,100001,2,10,1,1
pp,1,2,1e-4,1e-4,88,100001,2,10,1,1
pp,2,2,0.9999,0.9999,88,100001,2,10,1,1
s,1,1,1,1,88,100001,2,10,1,1
Pi,1,1,0.5,0.5,89,100001,2,1,1,1
Pi,2,1,0.5,0.5,89,100001,2,1,1,1
pp,1,1,0.99999,0.99999,89,100001,2,1,1,1
pp,2,1,1e-5,1e-5,89,100001,2,1,1,1
pp,1,2,1e-5,1e-5,89,100001,2,1,1,1
pp,2,2,0.99999,0.99999,89,100001,2,1,1,1
s,1,1,1,1,89,100001,2,1,1,1
Pi,1,1,0.5,0.5,90,100001,2,20,1,1
Pi,2,1,0.5,0.5,90,100001,2,20,1,1
pp,1,1,0.9998,0.9998,90,100001,2,20,1,1
pp,2,1,2e-4,2e-4,90,100001,2,20,1,1
pp,1,2,2e-4,2e-4,90,100001,2,20,1,1
pp,2,2,0.9998,0.9998,90,100001,2,20,1,1
s,1,1,1,1,90,100001,2,20,1,1
Pi,1,1,0.5,0.5,91,100001,2,200,1,1
Pi,2,1,0.5,0.5,91,100001,2,200,1,1
pp,1,1,0.998,0.998,91,100001,2,200,1,1
pp,2,1,0.002,0.002,91,100001,2,200,1,1
pp,1,2,0.002,0.002,91,100001,2,200,1,1
pp,2,2,0.998,0.998,91,100001,2,200,1,1
s,1,1,1,1,91,100001,2,200,1,1
Pi,1,1,0.5,0.5,92,100001,2,10,1,1
Pi,2,1,0.5,0.5,92,100001,2,10,1,1
pp,1,1,0.9999,0.9999,92,100001,2,10,1,1
pp,2,1,1e-4,1e-4,92,100001,2,10,1,1
pp,1,2,1e-4,1e-4,92,100001,2,10,1,1
pp,2,2,0.9999,0.9999,92,100001,2,10,1,1
s,1,1,1,1,92,100001,2,10,1,1
Pi,1,1,0.5,0.5,93,100001,2,10,1,1
Pi,2,1,0.5,0.5,93,100001,2,10,1,1
pp,1,1,0.9999,0.9999,93,100001,2,10,1,1
pp,2,1,1e-4,1e-4,93,100001,2,10,1,1
pp,1,2,1e-4,1e-4,93,100001,2,10,1,1
pp,2,2,0.9999,0.9999,93,100001,2,10,1,1
s,1,1,1,1,93,100001,2,10,1,1
Pi,1,1,0.5,0.5,94,100001,2,1,1,1
Pi,2,1,0.5,0.5,94,100001,2,1,1,1
pp,1,1,0.99999,0.99999,94,100001,2,1,1,1
pp,2,1,1e-5,1e-5,94,100001,2,1,1,1
pp,1,2,1e-5,1e-5,94,100001,2,1,1,1
pp,2,2,0.99999,0.99999,94,100001,2,1,1,1
s,1,1,1,1,94,100001,2,1,1,1
Pi,1,1,0.5,0.5,95,100001,2,20,1,1
Pi,2,1,0.5,0.5,95,100001,2,20,1,1
pp,1,1,0.9998,0.9998,95,100001,2,20,1,1
pp,2,1,2e-4,2e-4,95,100001,2,20,1,1
pp,1,2,2e-4,2e-4,95,100001,2,20,1,1
pp,2,2,0.9998,0.9998,95,100001,2,20,1,1
s,1,1,1,1,95,100001,2,20,1,1
Pi,1,1,0.5,0.5,96,100001,2,1000,1,1
Pi,2,1,0.5,0.5,96,100001,2,1000,1,1
pp,1,1,0.99,0.99,96,100001,2,1000,1,1
pp,2,1,0.01,0.01,96,100001,2,1000,1,1
pp,1,2,0.01,0.01,96,100001,2,1000,1,1
pp,2,2,0.99,0.99,96,100001,2,1000,1,1
s,1,1,1,1,96,100001,2,1000,1,1
Pi,1,1,0.5,0.5,97,100001,2,1000,1,1
Pi,2,1,0.5,0.5,97,100001,2,1000,1,1
pp,1,1,0.99,0.99,97,100001,2,1000,1,1
pp,2,1,0.01,0.01,97,100001,2,1000,1,1
pp,1,2,0.01,0.01,97,100001,2,1000,1,1
pp,2,2,0.99,0.99,97,100001,2,1000,1,1
s,1,1,1,1,97,100001,2,1000,1,1
Pi,1,1,0.5,0.5,98,100001,2,20,1,1
Pi,2,1,0.5,0.5,98,100001,2,20,1,1
pp,1,1,0.9998,0.9998,98,100001,2,20,1,1
pp,2,1,2e-4,2e-4,98,100001,2,20,1,1
pp,1,2,2e-4,2e-4,98,100001,2,20,1,1
pp,2,2,0.9998,0.9998,98,100001,2,20,1,1
s,1,1,1,1,98,100001,2,20,1,1
Pi,1,1,0.5,0.5,99,100001,2,2000,1,1
Pi,2,1,0.5,0.5,99,100001,2,2000,1,1
pp,1,1,0.98,0.98,99,100001,2,2000,1,1
pp,2,1,0.02,0.02,99,100001,2,2000,1,1
pp,1,2,0.02,0.02,99,100001,2,2000,1,1
pp,2,2,0.98,0.98,99,100001,2,2000,1,1
s,1,1,1,1,99,100001,2,2000,1,1
Pi,1,1,0.5,0.5,100,100001,2,50,1,1
Pi,2,1,0.5,0.5,100,100001,2,50,1,1
pp,1,1,0.9995,0.9995,100,100001,2,50,1,1
pp,2,1,5e-4,5e-4,100,100001,2,50,1,1
pp,1,2,5e-4,5e-4,100,100001,2,50,1,1
pp,2,2,0.9995,0.9995,100,100001,2,50,1,1
s,1,1,1,1,100,100001,2,50,1,1
Pi,1,1,0.5,0.5,101,100001,2,1000,1,1
Pi,2,1,0.5,0.5,101,100001,2,1000,1,1
pp,1,1,0.99,0.99,101,100001,2,1000,1,1
pp,2,1,0.01,0.01,101,100001,2,1000,1,1
pp,1,2,0.01,0.01,101,100001,2,1000,1,1
pp,2,2,0.99,0.99,101,100001,2,1000,1,1
s,1,1,1,1,101,100001,2,1000,1,1
Pi,1,1,0.5,0.5,102,100001,2,20,1,1
Pi,2,1,0.5,0.5,102,100001,2,20,1,1
pp,1,1,0.9998,0.9998,102,100001,2,20,1,1
pp,2,1,2e-4,2e-4,102,100001,2,20,1,1
pp,1,2,2e-4,2e-4,102,100001,2,20,1,1
pp,2,2,0.9998,0.9998,102,100001,2,20,1,1
s,1,1,1,1,102,100001,2,20,1,1
Pi,1,1,0.5,0.5,103,100001,2,10,1,1
Pi,2,1,0.5,0.5,103,100001,2,10,1,1
pp,1,1,0.9999,0.9999,103,100001,2,10,1,1
pp,2,1,1e-4,1e-4,103,100001,2,10,1,1
pp,1,2,1e-4,1e-4,103,100001,2,10,1,1
pp,2,2,0.9999,0.9999,103,100001,2,10,1,1
s,1,1,1,1,103,100001,2,10,1,1
Pi,1,1,0.5,0.5,104,100001,2,1000,1,1
Pi,2,1,0.5,0.5,104,100001,2,1000,1,1
pp,1,1,0.99,0.99,104,100001,2,1000,1,1
pp,2,1,0.01,0.01,104,100001,2,1000,1,1
pp,1,2,0.01,0.01,104,100001,2,1000,1,1
pp,2,2,0.99,0.99,104,100001,2,1000,1,1
s,1,1,1,1,104,100001,2,1000,1,1
Pi,1,1,0.5,0.5,105,100001,2,20,1,1
Pi,2,1,0.5,0.5,105,100001,2,20,1,1
pp,1,1,0.9998,0.9998,105,100001,2,20,1,1
pp,2,1,2e-4,2e-4,105,100001,2,20,1,1
pp,1,2,2e-4,2e-4,105,100001,2,20,1,1
pp,2,2,0.9998,0.9998,105,100001,2,20,1,1
s,1,1,1,1,105,100001,2,20,1,1
Pi,1,1,0.5,0.5,106,100001,2,50,1,1
Pi,2,1,0.5,0.5,106,100001,2,50,1,1
pp,1,1,0.9995,0.9995,106,100001,2,50,1,1
pp,2,1,5e-4,5e-4,106,100001,2,50,1,1
pp,1,2,5e-4,5e-4,106,100001,2,50,1,1
pp,2,2,0.9995,0.9995,106,100001,2,50,1,1
s,1,1,1,1,106,100001,2,50,1,1
Pi,1,1,0.5,0.5,107,100001,2,1,1,1
Pi,2,1,0.5,0.5,107,100001,2,1,1,1
pp,1,1,0.99999,0.99999,107,100001,2,1,1,1
pp,2,1,1e-5,1e-5,107,100001,2,1,1,1
pp,1,2,1e-5,1e-5,107,100001,2,1,1,1
pp,2,2,0.99999,0.99999,107,100001,2,1,1,1
s,1,1,1,1,107,100001,2,1,1,1
Pi,1,1,0.5,0.5,108,100001,2,500,1,1
Pi,2,1,0.5,0.5,108,100001,2,500,1,1
pp,1,1,0.995,0.995,108,100001,2,500,1,1
pp,2,1,0.005,0.005,108,100001,2,500,1,1
pp,1,2,0.005,0.005,108,100001,2,500,1,1
pp,2,2,0.995,0.995,108,100001,2,500,1,1
s,1,1,1,1,108,100001,2,500,1,1
Pi,1,1,0.5,0.5,109,100001,2,2000,1,1
Pi,2,1,0.5,0.5,109,100001,2,2000,1,1
pp,1,1,0.98,0.98,109,100001,2,2000,1,1
pp,2,1,0.02,0.02,109,100001,2,2000,1,1
pp,1,2,0.02,0.02,109,100001,2,2000,1,1
pp,2,2,0.98,0.98,109,100001,2,2000,1,1
s,1,1,1,1,109,100001,2,2000,1,1
Pi,1,1,0.5,0.5,110,100001,2,50,1,1
Pi,2,1,0.5,0.5,110,100001,2,50,1,1
pp,1,1,0.9995,0.9995,110,100001,2,50,1,1
pp,2,1,5e-4,5e-4,110,100001,2,50,1,1
pp,1,2,5e-4,5e-4,110,100001,2,50,1,1
pp,2,2,0.9995,0.9995,110,100001,2,50,1,1
s,1,1,1,1,110,100001,2,50,1,1
Pi,1,1,0.5,0.5,111,100001,2,2000,1,1
Pi,2,1,0.5,0.5,111,100001,2,2000,1,1
pp,1,1,0.98,0.98,111,100001,2,2000,1,1
pp,2,1,0.02,0.02,111,100001,2,2000,1,1
pp,1,2,0.02,0.02,111,100001,2,2000,1,1
pp,2,2,0.98,0.98,111,100001,2,2000,1,1
s,1,1,1,1,111,100001,2,2000,1,1
Pi,1,1,0.5,0.5,112,100001,2,50,1,1
Pi,2,1,0.5,0.5,112,100001,2,50,1,1
pp,1,1,0.9995,0.9995,112,100001,2,50,1,1
pp,2,1,5e-4,5e-4,112,100001,2,50,1,1
pp,1,2,5e-4,5e-4,112,100001,2,50,1,1
pp,2,2,0.9995,0.9995,112,100001,2,50,1,1
s,1,1,1,1,112,100001,2,50,1,1
Pi,1,1,0.5,0.5,113,100001,2,2,1,1
Pi,2,1,0.5,0.5,113,100001,2,2,1,1
pp,1,1,0.99998,0.99998,113,100001,2,2,1,1
pp,2,1,2e-5,2e-5,113,100001,2,2,1,1
pp,1,2,2e-5,2e-5,113,100001,2,2,1,1
pp,2,2,0.99998,0.99998,113,100001,2,2,1,1
s,1,1,1,1,113,100001,2,2,1,1
Pi,1,1,0.5,0.5,114,100001,2,50,1,1
Pi,2,1,0.5,0.5,114,100001,2,50,1,1
pp,1,1,0.9995,0.9995,114,100001,2,50,1,1
pp,2,1,5e-4,5e-4,114,100001,2,50,1,1
pp,1,2,5e-4,5e-4,114,100001,2,50,1,1
pp,2,2,0.9995,0.9995,114,100001,2,50,1,1
s,1,1,1,1,114,100001,2,50,1,1
Pi,1,1,0.5,0.5,115,100001,2,5,1,1
Pi,2,1,0.5,0.5,115,100001,2,5,1,1
pp,1,1,0.99995,0.99995,115,100001,2,5,1,1
pp,2,1,5e-5,5e-5,115,100001,2,5,1,1
pp,1,2,5e-5,5e-5,115,100001,2,5,1,1
pp,2,2,0.99995,0.99995,115,100001,2,5,1,1
s,1,1,1,1,115,100001,2,5,1,1
Pi,1,1,0.5,0.5,116,100001,2,2,1,1
Pi,2,1,0.5,0.5,116,100001,2,2,1,1
pp,1,1,0.99998,0.99998,116,100001,2,2,1,1
pp,2,1,2e-5,2e-5,116,100001,2,2,1,1
pp,1,2,2e-5,2e-5,116,100001,2,2,1,1
pp,2,2,0.99998,0.99998,116,100001,2,2,1,1
s,1,1,1,1,116,100001,2,2,1,1
Pi,1,1,0.5,0.5,117,100001,2,500,1,1
Pi,2,1,0.5,0.5,117,100001,2,500,1,1
pp,1,1,0.995,0.995,117,100001,2,500,1,1
pp,2,1,0.005,0.005,117,100001,2,500,1,1
pp,1,2,0.005,0.005,117,100001,2,500,1,1
pp,2,2,0.995,0.995,117,100001,2,500,1,1
s,1,1,1,1,117,100001,2,500,1,1
Pi,1,1,0.5,0.5,118,100001,2,200,1,1
Pi,2,1,0.5,0.5,118,100001,2,200,1,1
pp,1,1,0.998,0.998,118,100001,2,200,1,1
pp,2,1,0.002,0.002,118,100001,2,200,1,1
pp,1,2,0.002,0.002,118,100001,2,200,1,1
pp,2,2,0.998,0.998,118,100001,2,200,1,1
s,1,1,1,1,118,100001,2,200,1,1
Pi,1,1,0.5,0.5,119,100001,2,1000,1,1
Pi,2,1,0.5,0.5,119,100001,2,1000,1,1
pp,1,1,0.99,0.99,119,100001,2,1000,1,1
pp,2,1,0.01,0.01,119,100001,2,1000,1,1
pp,1,2,0.01,0.01,119,100001,2,1000,1,1
pp,2,2,0.99,0.99,119,100001,2,1000,1,1
s,1,1,1,1,119,100001,2,1000,1,1
Pi,1,1,0.5,0.5,120,100001,2,2,1,1
Pi,2,1,0.5,0.5,120,100001,2,2,1,1
pp,1,1,0.99998,0.99998,120,100001,2,2,1,1
pp,2,1,2e-5,2e-5,120,100001,2,2,1,1
pp,1,2,2e-5,2e-5,120,100001,2,2,1,1
pp,2,2,0.99998,0.99998,120,100001,2,2,1,1
s,1,1,1,1,120,100001,2,2,1,1
Pi,1,1,0.5,0.5,121,100001,2,200,1,1
Pi,2,1,0.5,0.5,121,100001,2,200,1,1
pp,1,1,0.998,0.998,121,100001,2,200,1,1
pp,2,1,0.002,0.002,121,100001,2,200,1,1
pp,1,2,0.002,0.002,121,100001,2,200,1,1
pp,2,2,0.998,0.998,121,100001,2,200,1,1
s,1,1,1,1,121,100001,2,200,1,1
Pi,1,1,0.5,0.5,122,100001,2,500,1,1
Pi,2,1,0.5,0.5,122,100001,2,500,1,1
pp,1,1,0.995,0.995,122,100001,2,500,1,1
pp,2,1,0.005,0.005,122,100001,2,500,1,1
pp,1,2,0.005,0.005,122,100001,2,500,1,1
pp,2,2,0.995,0.995,122,100001,2,500,1,1
s,1,1,1,1,122,100001,2,500,1,1
Pi,1,1,0.5,0.5,123,100001,2,2000,1,1
Pi,2,1,0.5,0.5,123,100001,2,2000,1,1
pp,1,1,0.98,0.98,123,100001,2,2000,1,1
pp,2,1,0.02,0.02,123,100001,2,2000,1,1
pp,1,2,0.02,0.02,123,100001,2,2000,1,1
pp,2,2,0.98,0.98,123,100001,2,2000,1,1
s,1,1,1,1,123,100001,2,2000,1,1
Pi,1,1,0.5,0.5,124,100001,2,2000,1,1
Pi,2,1,0.5,0.5,124,100001,2,2000,1,1
pp,1,1,0.98,0.98,124,100001,2,2000,1,1
pp,2,1,0.02,0.02,124,100001,2,2000,1,1
pp,1,2,0.02,0.02,124,100001,2,2000,1,1
pp,2,2,0.98,0.98,124,100001,2,2000,1,1
s,1,1,1,1,124,100001,2,2000,1,1
Pi,1,1,0.5,0.5,125,100001,2,100,1,1
Pi,2,1,0.5,0.5,125,100001,2,100,1,1
pp,1,1,0.999,0.999,125,100001,2,100,1,1
pp,2,1,0.001,0.001,125,100001,2,100,1,1
pp,1,2,0.001,0.001,125,100001,2,100,1,1
pp,2,2,0.999,0.999,125,100001,2,100,1,1
s,1,1,1,1,125,100001,2,100,1,1
Pi,1,1,0.5,0.5,126,100001,2,100,1,1
Pi,2,1,0.5,0.5,126,100001,2,100,1,1
pp,1,1,0.999,0.999,126,100001,2,100,1,1
pp,2,1,0.001,0.001,126,100001,2,100,1,1
pp,1,2,0.001,0.001,126,100001,2,100,1,1
pp,2,2,0.999,0.999,126,100001,2,100,1,1
s,1,1,1,1,126,100001,2,100,1,1
Pi,1,1,0.5,0.5,127,100001,2,50,1,1
Pi,2,1,0.5,0.5,127,100001,2,50,1,1
pp,1,1,0.9995,0.9995,127,100001,2,50,1,1
pp,2,1,5e-4,5e-4,127,100001,2,50,1,1
pp,1,2,5e-4,5e-4,127,100001,2,50,1,1
pp,2,2,0.9995,0.9995,127,100001,2,50,1,1
s,1,1,1,1,127,100001,2,50,1,1
Pi,1,1,0.5,0.5,128,100001,2,500,1,1
Pi,2,1,0.5,0.5,128,100001,2,500,1,1
pp,1,1,0.995,0.995,128,100001,2,500,1,1
pp,2,1,0.005,0.005,128,100001,2,500,1,1
pp,1,2,0.005,0.005,128,100001,2,500,1,1
pp,2,2,0.995,0.995,128,100001,2,500,1,1
s,1,1,1,1,128,100001,2,500,1,1
Pi,1,1,0.5,0.5,129,100001,2,1000,1,1
Pi,2,1,0.5,0.5,129,100001,2,1000,1,1
pp,1,1,0.99,0.99,129,100001,2,1000,1,1
pp,2,1,0.01,0.01,129,100001,2,1000,1,1
pp,1,2,0.01,0.01,129,100001,2,1000,1,1
pp,2,2,0.99,0.99,129,100001,2,1000,1,1
s,1,1,1,1,129,100001,2,1000,1,1
Pi,1,1,0.5,0.5,130,100001,2,50,1,1
Pi,2,1,0.5,0.5,130,100001,2,50,1,1
pp,1,1,0.9995,0.9995,130,100001,2,50,1,1
pp,2,1,5e-4,5e-4,130,100001,2,50,1,1
pp,1,2,5e-4,5e-4,130,100001,2,50,1,1
pp,2,2,0.9995,0.9995,130,100001,2,50,1,1
s,1,1,1,1,130,100001,2,50,1,1
Pi,1,1,0.5,0.5,131,100001,2,2,1,1
Pi,2,1,0.5,0.5,131,100001,2,2,1,1
pp,1,1,0.99998,0.99998,131,100001,2,2,1,1
pp,2,1,2e-5,2e-5,131,100001,2,2,1,1
pp,1,2,2e-5,2e-5,131,100001,2,2,1,1
pp,2,2,0.99998,0.99998,131,100001,2,2,1,1
s,1,1,1,1,131,100001,2,2,1,1
Pi,1,1,0.5,0.5,132,100001,2,100,1,1
Pi,2,1,0.5,0.5,132,100001,2,100,1,1
pp,1,1,0.999,0.999,132,100001,2,100,1,1
pp,2,1,0.001,0.001,132,100001,2,100,1,1
pp,1,2,0.001,0.001,132,100001,2,100,1,1
pp,2,2,0.999,0.999,132,100001,2,100,1,1
s,1,1,1,1,132,100001,2,100,1,1
Pi,1,1,0.5,0.5,133,100001,2,2,1,1
Pi,2,1,0.5,0.5,133,100001,2,2,1,1
pp,1,1,0.99998,0.99998,133,100001,2,2,1,1
pp,2,1,2e-5,2e-5,133,100001,2,2,1,1
pp,1,2,2e-5,2e-5,133,100001,2,2,1,1
pp,2,2,0.99998,0.99998,133,100001,2,2,1,1
s,1,1,1,1,133,100001,2,2,1,1
Pi,1,1,0.5,0.5,134,100001,2,100,1,1
Pi,2,1,0.5,0.5,134,100001,2,100,1,1
pp,1,1,0.999,0.999,134,100001,2,100,1,1
pp,2,1,0.001,0.001,134,100001,2,100,1,1
pp,1,2,0.001,0.001,134,100001,2,100,1,1
pp,2,2,0.999,0.999,134,100001,2,100,1,1
s,1,1,1,1,134,100001,2,100,1,1
Pi,1,1,0.5,0.5,135,100001,2,2,1,1
Pi,2,1,0.5,0.5,135,100001,2,2,1,1
pp,1,1,0.99998,0.99998,135,100001,2,2,1,1
pp,2,1,2e-5,2e-5,135,100001,2,2,1,1
pp,1,2,2e-5,2e-5,135,100001,2,2,1,1
pp,2,2,0.99998,0.99998,135,100001,2,2,1,1
s,1,1,1,1,135,100001,2,2,1,1
Pi,1,1,0.5,0.5,136,100001,2,20,1,1
Pi,2,1,0.5,0.5,136,100001,2,20,1,1
pp,1,1,0.9998,0.9998,136,100001,2,20,1,1
pp,2,1,2e-4,2e-4,136,100001,2,20,1,1
pp,1,2,2e-4,2e-4,136,100001,2,20,1,1
pp,2,2,0.9998,0.9998,136,100001,2,20,1,1
s,1,1,1,1,136,100001,2,20,1,1
Pi,1,1,0.5,0.5,137,100001,2,200,1,1
Pi,2,1,0.5,0.5,137,100001,2,200,1,1
pp,1,1,0.998,0.998,137,100001,2,200,1,1
pp,2,1,0.002,0.002,137,100001,2,200,1,1
pp,1,2,0.002,0.002,137,100001,2,200,1,1
pp,2,2,0.998,0.998,137,100001,2,200,1,1
s,1,1,1,1,137,100001,2,200,1,1
Pi,1,1,0.5,0.5,138,100001,2,500,1,1
Pi,2,1,0.5,0.5,138,100001,2,500,1,1
pp,1,1,0.995,0.995,138,100001,2,500,1,1
pp,2,1,0.005,0.005,138,100001,2,500,1,1
pp,1,2,0.005,0.005,138,100001,2,500,1,1
pp,2,2,0.995,0.995,138,100001,2,500,1,1
s,1,1,1,1,138,100001,2,500,1,1
Pi,1,1,0.5,0.5,139,100001,2,1,1,1
Pi,2,1,0.5,0.5,139,100001,2,1,1,1
pp,1,1,0.99999,0.99999,139,100001,2,1,1,1
pp,2,1,1e-5,1e-5,139,100001,2,1,1,1
pp,1,2,1e-5,1e-5,139,100001,2,1,1,1
pp,2,2,0.99999,0.99999,139,100001,2,1,1,1
s,1,1,1,1,139,100001,2,1,1,1
Pi,1,1,0.5,0.5,140,100001,2,10,1,1
Pi,2,1,0.5,0.5,140,100001,2,10,1,1
pp,1,1,0.9999,0.9999,140,100001,2,10,1,1
pp,2,1,1e-4,1e-4,140,100001,2,10,1,1
pp,1,2,1e-4,1e-4,140,100001,2,10,1,1
pp,2,2,0.9999,0.9999,140,100001,2,10,1,1
s,1,1,1,1,140,100001,2,10,1,1
Pi,1,1,0.5,0.5,141,100001,2,1,1,1
